locus_tag	ftype	length_bp	gene	EC_number	COG	product
PGJBDIIN_00786	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
PGJBDIIN_00787	CDS	1305				hypothetical protein
PGJBDIIN_00788	CDS	1419	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
PGJBDIIN_00789	CDS	531				hypothetical protein
PGJBDIIN_00790	CDS	477				hypothetical protein
PGJBDIIN_00791	CDS	1404	rho	3.6.4.-	COG1158	Transcription termination factor Rho
PGJBDIIN_00792	CDS	603				hypothetical protein
PGJBDIIN_00793	CDS	1809	surA_1	5.2.1.8		Chaperone SurA
PGJBDIIN_00794	CDS	321				hypothetical protein
PGJBDIIN_00795	CDS	1026	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
PGJBDIIN_00796	CDS	570	grpE			Protein GrpE
PGJBDIIN_00797	CDS	999	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
PGJBDIIN_00798	CDS	762	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
PGJBDIIN_00799	CDS	528				hypothetical protein
PGJBDIIN_00800	CDS	504			COG3385	IS4 family transposase ISWpi18
PGJBDIIN_00801	CDS	381			COG3385	IS4 family transposase ISWpi18
PGJBDIIN_00802	CDS	645				hypothetical protein
PGJBDIIN_00803	CDS	348				hypothetical protein
PGJBDIIN_00804	CDS	1269	proS	6.1.1.15	COG0442	Proline--tRNA ligase
PGJBDIIN_00805	CDS	372	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
PGJBDIIN_00806	CDS	1509	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
PGJBDIIN_00807	CDS	663				hypothetical protein
PGJBDIIN_00808	CDS	732				hypothetical protein
PGJBDIIN_00809	CDS	837				hypothetical protein
PGJBDIIN_00810	CDS	588	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
PGJBDIIN_00811	CDS	471				hypothetical protein
PGJBDIIN_00812	CDS	894	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
PGJBDIIN_00813	CDS	831				hypothetical protein
PGJBDIIN_00814	CDS	162				hypothetical protein
PGJBDIIN_00815	CDS	2022	recG	3.6.4.12		ATP-dependent DNA helicase RecG
PGJBDIIN_00816	CDS	288				hypothetical protein
PGJBDIIN_00817	CDS	576				hypothetical protein
PGJBDIIN_00818	tRNA	73				tRNA-Gln(ttg)
PGJBDIIN_00819	CDS	1524				hypothetical protein
PGJBDIIN_00820	CDS	216				hypothetical protein
PGJBDIIN_00821	CDS	1035	hflK		COG0330	Modulator of FtsH protease HflK
PGJBDIIN_00822	CDS	873	hflC		COG0330	Modulator of FtsH protease HflC
PGJBDIIN_00823	CDS	1494	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
PGJBDIIN_00824	CDS	246				hypothetical protein
PGJBDIIN_00825	CDS	588				hypothetical protein
PGJBDIIN_00826	CDS	1413				hypothetical protein
PGJBDIIN_00827	CDS	195				hypothetical protein
PGJBDIIN_00828	CDS	2460				hypothetical protein
PGJBDIIN_00829	CDS	1908	uvrB		COG0556	UvrABC system protein B
PGJBDIIN_00830	CDS	297			COG3039	IS5 family transposase ISCaa8
PGJBDIIN_00831	CDS	174				hypothetical protein
PGJBDIIN_00832	CDS	273				hypothetical protein
PGJBDIIN_00833	CDS	378	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
PGJBDIIN_00834	CDS	1041				hypothetical protein
PGJBDIIN_00835	CDS	360	thcC			Rhodocoxin
PGJBDIIN_00836	CDS	1542	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
PGJBDIIN_00837	CDS	591				hypothetical protein
PGJBDIIN_00838	CDS	294				hypothetical protein
PGJBDIIN_00839	CDS	549	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
PGJBDIIN_00840	CDS	663				hypothetical protein
PGJBDIIN_00841	CDS	3729				hypothetical protein
PGJBDIIN_00842	CDS	2979				hypothetical protein
PGJBDIIN_00843	CDS	2388				hypothetical protein
PGJBDIIN_00844	CDS	2556				hypothetical protein
PGJBDIIN_00845	CDS	2406	virB4_1		COG3451	Type IV secretion system protein virB4
PGJBDIIN_00846	CDS	297				hypothetical protein
PGJBDIIN_00847	CDS	1539	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
PGJBDIIN_00848	CDS	2634	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
PGJBDIIN_00849	CDS	444				hypothetical protein
PGJBDIIN_00850	CDS	207	rpmI		COG0291	50S ribosomal protein L35
PGJBDIIN_00851	CDS	366	rplT			50S ribosomal protein L20
PGJBDIIN_00852	CDS	885	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
PGJBDIIN_00853	CDS	1512	purH		COG0138	Bifunctional purine biosynthesis protein PurH
PGJBDIIN_00854	CDS	177				hypothetical protein
PGJBDIIN_00855	tRNA	73				tRNA-Asn(gtt)
PGJBDIIN_00856	CDS	1521	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PGJBDIIN_00857	CDS	981	pksC	2.3.1.39	COG0331	Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC
PGJBDIIN_00858	CDS	204	rpmE		COG0254	50S ribosomal protein L31
PGJBDIIN_00859	CDS	795	nadK	2.7.1.23	COG0061	NAD kinase
PGJBDIIN_00860	CDS	1356				hypothetical protein
PGJBDIIN_00861	CDS	165				hypothetical protein
PGJBDIIN_00862	CDS	354				hypothetical protein
PGJBDIIN_00863	CDS	276				hypothetical protein
PGJBDIIN_00864	CDS	381				hypothetical protein
PGJBDIIN_00865	CDS	297				hypothetical protein
PGJBDIIN_00866	tRNA	74				tRNA-Gly(gcc)
PGJBDIIN_00867	CDS	621	rnd_2	3.1.13.5		Ribonuclease D
PGJBDIIN_00868	CDS	327	trxA		COG0526	Thioredoxin
PGJBDIIN_00869	tRNA	77				tRNA-Met(cat)
PGJBDIIN_00870	CDS	657		1.-.-.-	COG5424	putative oxidoreductase CT_610
PGJBDIIN_00871	CDS	603				hypothetical protein
PGJBDIIN_00872	CDS	705	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
PGJBDIIN_00873	CDS	480	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
PGJBDIIN_00874	CDS	738	fbiB	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
PGJBDIIN_00875	CDS	1344	radA	3.6.4.-	COG1066	DNA repair protein RadA
PGJBDIIN_00876	CDS	912	ftsY		COG0552	Signal recognition particle receptor FtsY
PGJBDIIN_00877	CDS	384	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
PGJBDIIN_00878	CDS	414	iscA		COG0316	Iron-binding protein IscA
PGJBDIIN_00879	CDS	459	hscB			Co-chaperone protein HscB
PGJBDIIN_00880	CDS	1749	hscA		COG0443	Chaperone protein HscA
PGJBDIIN_00881	CDS	756	lepB	3.4.21.89	COG0681	Signal peptidase I
PGJBDIIN_00882	CDS	888	pyrB	2.1.3.2		Aspartate carbamoyltransferase
PGJBDIIN_00883	CDS	1026	idiA		COG1840	Iron deficiency-induced protein A
PGJBDIIN_00884	CDS	174				hypothetical protein
PGJBDIIN_00885	CDS	189			COG3385	IS4 family transposase ISWosp2
PGJBDIIN_00886	CDS	327				IS110 family transposase ISWpi12
PGJBDIIN_00887	CDS	276				hypothetical protein
PGJBDIIN_00888	CDS	129				hypothetical protein
PGJBDIIN_00889	CDS	156				hypothetical protein
PGJBDIIN_00890	CDS	594			COG3385	IS4 family transposase ISWosp2
PGJBDIIN_00891	CDS	102				hypothetical protein
PGJBDIIN_00892	CDS	390				hypothetical protein
PGJBDIIN_00893	CDS	408				hypothetical protein
PGJBDIIN_00894	CDS	261				hypothetical protein
PGJBDIIN_00895	CDS	273	rpsO			30S ribosomal protein S15
PGJBDIIN_00896	CDS	2274	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
PGJBDIIN_00897	CDS	387				IS66 family transposase ISWen3
PGJBDIIN_00898	CDS	429				IS630 family transposase ISWpi11
PGJBDIIN_00899	CDS	390				hypothetical protein
PGJBDIIN_00900	CDS	342			COG3039	IS5 family transposase ISWpi1
PGJBDIIN_00901	CDS	381			COG3039	IS5 family transposase ISWpi1
PGJBDIIN_00902	CDS	393				hypothetical protein
PGJBDIIN_00903	CDS	2799				hypothetical protein
PGJBDIIN_00904	CDS	3099	purL_1	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
PGJBDIIN_00905	CDS	513				hypothetical protein
PGJBDIIN_00906	CDS	2796	uvrA			UvrABC system protein A
PGJBDIIN_00907	CDS	315				hypothetical protein
PGJBDIIN_00908	CDS	342			COG3039	IS5 family transposase ISWpi1
PGJBDIIN_00909	CDS	381			COG3039	IS5 family transposase ISWpi1
PGJBDIIN_00910	CDS	810				hypothetical protein
PGJBDIIN_00911	CDS	1575	murE	6.3.2.7		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PGJBDIIN_00912	CDS	1212	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
PGJBDIIN_00913	CDS	285	bolA		COG0271	DNA-binding transcriptional regulator BolA
PGJBDIIN_00914	CDS	1923	dnaK		COG0443	Chaperone protein DnaK
PGJBDIIN_00915	CDS	1764	rne	3.1.26.12	COG1530	Ribonuclease E
PGJBDIIN_00916	CDS	201	rpmG		COG0267	50S ribosomal protein L33
PGJBDIIN_00917	CDS	276				hypothetical protein
PGJBDIIN_00918	CDS	261				hypothetical protein
PGJBDIIN_00919	CDS	381			COG3039	IS5 family transposase ISWpi1
PGJBDIIN_00920	CDS	342			COG3039	IS5 family transposase ISWpi1
PGJBDIIN_00921	CDS	393				hypothetical protein
PGJBDIIN_00922	CDS	882	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
PGJBDIIN_00923	CDS	696	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
PGJBDIIN_00924	CDS	1431	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
PGJBDIIN_00925	CDS	336				hypothetical protein
PGJBDIIN_00926	CDS	348				hypothetical protein
PGJBDIIN_00927	CDS	1614				hypothetical protein
PGJBDIIN_00928	CDS	189			COG3385	IS4 family transposase ISWosp2
PGJBDIIN_00929	CDS	327				IS110 family transposase ISWpi12
PGJBDIIN_00930	CDS	276				hypothetical protein
PGJBDIIN_00931	CDS	303				IS110 family transposase ISWpi12
PGJBDIIN_00932	CDS	594			COG3385	IS4 family transposase ISWosp2
PGJBDIIN_00933	CDS	102				hypothetical protein
PGJBDIIN_00934	CDS	390				hypothetical protein
PGJBDIIN_00935	CDS	408				hypothetical protein
PGJBDIIN_00936	CDS	978		1.3.1.103		2-haloacrylate reductase
PGJBDIIN_00937	CDS	537	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
PGJBDIIN_00938	CDS	723	ybhL		COG0670	Inner membrane protein YbhL
PGJBDIIN_00939	CDS	765		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
PGJBDIIN_00940	CDS	501				hypothetical protein
PGJBDIIN_00941	CDS	1035	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
PGJBDIIN_00942	CDS	453				hypothetical protein
PGJBDIIN_00943	CDS	270				hypothetical protein
PGJBDIIN_00944	CDS	654				IS110 family transposase ISOt5
PGJBDIIN_00945	CDS	1275	adiC		COG0531	Arginine/agmatine antiporter
PGJBDIIN_00946	CDS	1467				hypothetical protein
PGJBDIIN_00947	CDS	1233	lysC	2.7.2.4	COG0527	Aspartokinase
PGJBDIIN_00948	CDS	204				hypothetical protein
PGJBDIIN_00949	CDS	129				hypothetical protein
PGJBDIIN_00950	CDS	222				hypothetical protein
PGJBDIIN_00951	CDS	144				hypothetical protein
PGJBDIIN_00952	CDS	1917	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
PGJBDIIN_00953	CDS	429				hypothetical protein
PGJBDIIN_00954	CDS	588	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
PGJBDIIN_00955	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PGJBDIIN_00956	CDS	1857	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PGJBDIIN_00957	CDS	1443	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PGJBDIIN_00958	CDS	1353	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PGJBDIIN_00959	CDS	1044	birA	6.3.4.15		Bifunctional ligase/repressor BirA
PGJBDIIN_00960	CDS	138				hypothetical protein
PGJBDIIN_00961	CDS	393	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
PGJBDIIN_00962	CDS	375				hypothetical protein
PGJBDIIN_00963	CDS	486				hypothetical protein
PGJBDIIN_00964	CDS	1476				hypothetical protein
PGJBDIIN_00965	tRNA	76				tRNA-Ala(tgc)
PGJBDIIN_00966	tRNA	74				tRNA-Lys(ttt)
PGJBDIIN_00967	CDS	1254	nuoF	7.1.1.-		NADH-quinone oxidoreductase subunit F
PGJBDIIN_00968	CDS	519	infC			Translation initiation factor IF-3
PGJBDIIN_00969	CDS	1815	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
PGJBDIIN_00970	CDS	288				hypothetical protein
PGJBDIIN_00971	CDS	483	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PGJBDIIN_00972	CDS	1527	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
PGJBDIIN_00973	tRNA	89				tRNA-Ser(tga)
PGJBDIIN_00974	CDS	1017		1.18.1.2	COG0492	Ferredoxin--NADP reductase
PGJBDIIN_00975	CDS	177				hypothetical protein
PGJBDIIN_00976	CDS	957	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
PGJBDIIN_00977	CDS	1038	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
PGJBDIIN_00978	CDS	183	rpmF		COG0333	50S ribosomal protein L32
PGJBDIIN_00979	CDS	735	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
PGJBDIIN_00980	CDS	702	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
PGJBDIIN_00981	CDS	498				hypothetical protein
PGJBDIIN_00982	CDS	1164	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
PGJBDIIN_00983	CDS	444				hypothetical protein
PGJBDIIN_00984	CDS	144				hypothetical protein
PGJBDIIN_00985	CDS	1548				hypothetical protein
PGJBDIIN_00986	CDS	801				hypothetical protein
PGJBDIIN_00987	CDS	1248	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
PGJBDIIN_00988	CDS	1419	tldD	3.4.-.-	COG0312	Metalloprotease TldD
PGJBDIIN_00989	tRNA	86				tRNA-Leu(cag)
PGJBDIIN_00990	CDS	498				hypothetical protein
PGJBDIIN_00991	CDS	708				hypothetical protein
PGJBDIIN_00992	CDS	780	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
PGJBDIIN_00993	CDS	1020				hypothetical protein
PGJBDIIN_00994	CDS	2577	polA	2.7.7.7		DNA polymerase I, thermostable
PGJBDIIN_00995	CDS	165				hypothetical protein
PGJBDIIN_00996	CDS	162				hypothetical protein
PGJBDIIN_00997	CDS	198				hypothetical protein
PGJBDIIN_00998	CDS	303				hypothetical protein
PGJBDIIN_00999	CDS	807				hypothetical protein
PGJBDIIN_01000	CDS	645				hypothetical protein
PGJBDIIN_01001	CDS	351				hypothetical protein
PGJBDIIN_01002	CDS	1668				hypothetical protein
PGJBDIIN_01003	CDS	1935	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
PGJBDIIN_01004	tRNA	76				tRNA-His(gtg)
PGJBDIIN_01005	CDS	324				hypothetical protein
PGJBDIIN_01006	CDS	1176	murJ		COG0728	putative lipid II flippase MurJ
PGJBDIIN_01007	CDS	2544				hypothetical protein
PGJBDIIN_01008	CDS	1194				hypothetical protein
PGJBDIIN_01009	CDS	234				hypothetical protein
PGJBDIIN_01010	CDS	618	lipB	2.3.1.181	COG0321	Octanoyltransferase
PGJBDIIN_01011	CDS	978	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
PGJBDIIN_01012	CDS	1464				hypothetical protein
PGJBDIIN_01013	CDS	798	purL_2	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
PGJBDIIN_01014	CDS	1251				hypothetical protein
PGJBDIIN_01015	CDS	378	rplS		COG0335	50S ribosomal protein L19
PGJBDIIN_01016	CDS	711	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
PGJBDIIN_01017	CDS	723	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PGJBDIIN_01018	CDS	1038	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
PGJBDIIN_01019	CDS	294				hypothetical protein
PGJBDIIN_01020	CDS	279				hypothetical protein
PGJBDIIN_01021	CDS	717	tlyC		COG1253	Hemolysin C
PGJBDIIN_01022	CDS	1017	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
PGJBDIIN_01023	CDS	1194	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
PGJBDIIN_01024	CDS	489				hypothetical protein
PGJBDIIN_01025	CDS	162				hypothetical protein
PGJBDIIN_01026	CDS	684				hypothetical protein
PGJBDIIN_01027	CDS	372				hypothetical protein
PGJBDIIN_01028	CDS	1230				hypothetical protein
PGJBDIIN_01029	CDS	1221				hypothetical protein
PGJBDIIN_01030	CDS	1278	glyA	2.1.2.1		Serine hydroxymethyltransferase
PGJBDIIN_01031	CDS	1425				hypothetical protein
PGJBDIIN_01032	CDS	576				hypothetical protein
PGJBDIIN_01033	CDS	2745				hypothetical protein
PGJBDIIN_01034	tRNA	74				tRNA-Val(gac)
PGJBDIIN_01035	CDS	897	zitB		COG1230	Zinc transporter ZitB
PGJBDIIN_01036	CDS	1878				hypothetical protein
PGJBDIIN_01037	CDS	579	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
PGJBDIIN_01038	CDS	1467	alsT_2		COG1115	Amino-acid carrier protein AlsT
PGJBDIIN_01039	CDS	1344	alsT_3		COG1115	Amino-acid carrier protein AlsT
PGJBDIIN_01040	CDS	771				hypothetical protein
PGJBDIIN_01041	CDS	693	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
PGJBDIIN_01042	CDS	1068	recA			Protein RecA
PGJBDIIN_01043	CDS	1044				hypothetical protein
PGJBDIIN_01044	CDS	1290	fpgS	6.3.2.17		Folylpolyglutamate synthase
PGJBDIIN_01045	CDS	591				hypothetical protein
PGJBDIIN_01046	CDS	492	pasT		COG2867	Persistence and stress-resistance toxin PasT
PGJBDIIN_01047	CDS	705				hypothetical protein
PGJBDIIN_01048	CDS	279				hypothetical protein
PGJBDIIN_01049	CDS	678	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
PGJBDIIN_01050	CDS	654	fzlA			FtsZ-localized protein A
PGJBDIIN_01051	CDS	402				hypothetical protein
PGJBDIIN_01052	CDS	1593				hypothetical protein
PGJBDIIN_01053	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
PGJBDIIN_01054	CDS	714				hypothetical protein
PGJBDIIN_01055	CDS	894	rpoH		COG0568	RNA polymerase sigma factor RpoH
PGJBDIIN_01056	CDS	498				hypothetical protein
PGJBDIIN_01057	CDS	1158	dnaN			Beta sliding clamp
PGJBDIIN_01058	CDS	738	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PGJBDIIN_01059	CDS	153				hypothetical protein
PGJBDIIN_01060	CDS	1107				hypothetical protein
PGJBDIIN_01061	CDS	1230	petB		COG1290	Cytochrome b
PGJBDIIN_01062	CDS	171				hypothetical protein
PGJBDIIN_01063	CDS	1530				hypothetical protein
PGJBDIIN_01064	CDS	252				hypothetical protein
PGJBDIIN_01065	CDS	576	nfuA			Fe/S biogenesis protein NfuA
PGJBDIIN_01066	CDS	1227	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
PGJBDIIN_01067	CDS	753	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
PGJBDIIN_01068	CDS	1344	ffh		COG0541	Signal recognition particle protein
PGJBDIIN_01069	CDS	1560	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PGJBDIIN_01070	CDS	2853				hypothetical protein
PGJBDIIN_01071	CDS	432	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PGJBDIIN_01072	CDS	552				hypothetical protein
PGJBDIIN_01073	CDS	2337	bamA		COG4775	Outer membrane protein assembly factor BamA
PGJBDIIN_01074	CDS	1119	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
PGJBDIIN_01075	CDS	279				hypothetical protein
PGJBDIIN_01076	CDS	327				hypothetical protein
PGJBDIIN_01077	CDS	279	ihfB			Integration host factor subunit beta
PGJBDIIN_01078	CDS	1683	rpsA		COG0539	30S ribosomal protein S1
PGJBDIIN_01079	CDS	666	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
PGJBDIIN_01080	CDS	648				hypothetical protein
PGJBDIIN_01081	CDS	393	dksA			RNA polymerase-binding transcription factor DksA
PGJBDIIN_01082	CDS	285			COG3385	IS4 family transposase ISWosp8
PGJBDIIN_01083	CDS	282			COG3385	IS4 family transposase ISWosp8
PGJBDIIN_01084	CDS	210				hypothetical protein
PGJBDIIN_01085	CDS	1326	der			GTPase Der
PGJBDIIN_01086	CDS	522	dsbB			Disulfide bond formation protein B
PGJBDIIN_01087	CDS	543	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
PGJBDIIN_01088	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PGJBDIIN_01089	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
PGJBDIIN_01090	CDS	783	ptlF		COG3504	Type IV secretion system protein PtlF
PGJBDIIN_01091	CDS	456				hypothetical protein
PGJBDIIN_01092	CDS	315				hypothetical protein
PGJBDIIN_01093	CDS	1467	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
PGJBDIIN_01094	CDS	1104	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
PGJBDIIN_01095	CDS	1386	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PGJBDIIN_01096	CDS	543		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
PGJBDIIN_01097	CDS	918				hypothetical protein
PGJBDIIN_01098	CDS	981	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
PGJBDIIN_01099	CDS	573	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
PGJBDIIN_01100	CDS	408				hypothetical protein
PGJBDIIN_01101	CDS	201				hypothetical protein
PGJBDIIN_01102	CDS	330				hypothetical protein
PGJBDIIN_01103	CDS	1251	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
PGJBDIIN_01104	CDS	240				hypothetical protein
PGJBDIIN_01105	CDS	318	rsfS			Ribosomal silencing factor RsfS
PGJBDIIN_01106	CDS	618				hypothetical protein
PGJBDIIN_01107	CDS	489	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
PGJBDIIN_01108	CDS	768	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
PGJBDIIN_01109	CDS	951	mdh	1.1.1.37	COG0039	Malate dehydrogenase
PGJBDIIN_01110	CDS	573	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
PGJBDIIN_01111	CDS	507	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
PGJBDIIN_01112	CDS	354	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
PGJBDIIN_01113	CDS	369			COG0537	putative HIT-like protein
PGJBDIIN_01114	CDS	258				hypothetical protein
PGJBDIIN_01115	CDS	768				hypothetical protein
PGJBDIIN_01116	CDS	1530	murF	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PGJBDIIN_01117	CDS	951				hypothetical protein
PGJBDIIN_01118	tRNA	76				tRNA-Arg(tct)
PGJBDIIN_01119	CDS	513				hypothetical protein
PGJBDIIN_01120	CDS	888				hypothetical protein
PGJBDIIN_01121	CDS	2451	topA	5.6.2.1		DNA topoisomerase 1
PGJBDIIN_01122	CDS	828				hypothetical protein
PGJBDIIN_01123	CDS	1599				hypothetical protein
PGJBDIIN_01124	CDS	771				hypothetical protein
PGJBDIIN_01125	CDS	1548				hypothetical protein
PGJBDIIN_01126	CDS	444				hypothetical protein
PGJBDIIN_01127	CDS	402	apaG		COG2967	Protein ApaG
PGJBDIIN_01128	CDS	1065	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
PGJBDIIN_01129	CDS	1194	ispDF		COG0245	Bifunctional enzyme IspD/IspF
PGJBDIIN_01130	CDS	1065	yhhT		COG0628	Putative transport protein YhhT
PGJBDIIN_01131	CDS	636	dnaA_2			Chromosomal replication initiator protein DnaA
PGJBDIIN_01132	CDS	171				hypothetical protein
PGJBDIIN_01133	CDS	987	xerD		COG4974	Tyrosine recombinase XerD
PGJBDIIN_01134	CDS	726				hypothetical protein
PGJBDIIN_01135	CDS	270	rpsT		COG0268	30S ribosomal protein S20
PGJBDIIN_01136	CDS	1251	gltA	2.3.3.16	COG0372	Citrate synthase
PGJBDIIN_01137	CDS	282			COG3385	IS4 family transposase ISWosp8
PGJBDIIN_01138	CDS	285			COG3385	IS4 family transposase ISWosp8
PGJBDIIN_01139	CDS	357				hypothetical protein
PGJBDIIN_01140	CDS	303				hypothetical protein
PGJBDIIN_01141	CDS	1527	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
PGJBDIIN_01142	tRNA	75				tRNA-Thr(ggt)
PGJBDIIN_01143	CDS	1050	mutM	4.2.99.18		Formamidopyrimidine-DNA glycosylase
PGJBDIIN_01144	CDS	651	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
PGJBDIIN_01145	tRNA	77				tRNA-Met(cat)
PGJBDIIN_01146	CDS	2148				hypothetical protein
PGJBDIIN_01147	CDS	1698				hypothetical protein
PGJBDIIN_01148	CDS	813	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PGJBDIIN_01149	CDS	351	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
PGJBDIIN_01150	CDS	189				hypothetical protein
PGJBDIIN_01151	CDS	330				hypothetical protein
PGJBDIIN_01152	CDS	288				hypothetical protein
PGJBDIIN_01153	CDS	1197	pgk/tpi		COG0126	Bifunctional PGK/TIM
PGJBDIIN_01154	CDS	522	yceJ		COG3038	Cytochrome b561 
PGJBDIIN_01155	CDS	1029		1.6.5.11	COG2070	NADH:quinone reductase
PGJBDIIN_01156	CDS	1218				hypothetical protein
PGJBDIIN_01157	CDS	375				hypothetical protein
PGJBDIIN_01158	CDS	2355	virB4_2		COG3451	Type IV secretion system protein virB4
PGJBDIIN_01159	CDS	2862				hypothetical protein
PGJBDIIN_01160	CDS	486				hypothetical protein
PGJBDIIN_01161	CDS	492				hypothetical protein
PGJBDIIN_01162	CDS	1365	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
