locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHLCDNJP_00793	CDS	150				hypothetical protein
EHLCDNJP_00794	CDS	876				hypothetical protein
EHLCDNJP_00795	CDS	132				hypothetical protein
EHLCDNJP_00796	CDS	1419	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
EHLCDNJP_00797	CDS	531				hypothetical protein
EHLCDNJP_00798	CDS	477				hypothetical protein
EHLCDNJP_00799	CDS	1404	rho	3.6.4.-	COG1158	Transcription termination factor Rho
EHLCDNJP_00800	CDS	603				hypothetical protein
EHLCDNJP_00801	CDS	1809	surA_1	5.2.1.8		Chaperone SurA
EHLCDNJP_00802	CDS	321				hypothetical protein
EHLCDNJP_00803	CDS	987	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
EHLCDNJP_00804	CDS	570	grpE			Protein GrpE
EHLCDNJP_00805	CDS	999	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
EHLCDNJP_00806	CDS	762	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
EHLCDNJP_00807	CDS	528				hypothetical protein
EHLCDNJP_00808	CDS	504			COG3385	IS4 family transposase ISWpi18
EHLCDNJP_00809	CDS	381			COG3385	IS4 family transposase ISWpi18
EHLCDNJP_00810	CDS	645				hypothetical protein
EHLCDNJP_00811	CDS	348				hypothetical protein
EHLCDNJP_00812	CDS	1269	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EHLCDNJP_00813	CDS	372	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
EHLCDNJP_00814	CDS	1509	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
EHLCDNJP_00815	CDS	663				hypothetical protein
EHLCDNJP_00816	CDS	795				hypothetical protein
EHLCDNJP_00817	CDS	822				hypothetical protein
EHLCDNJP_00818	CDS	588	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EHLCDNJP_00819	CDS	471				hypothetical protein
EHLCDNJP_00820	CDS	162				hypothetical protein
EHLCDNJP_00821	CDS	519	miaA	2.5.1.75		tRNA dimethylallyltransferase
EHLCDNJP_00822	CDS	831				hypothetical protein
EHLCDNJP_00823	CDS	162				hypothetical protein
EHLCDNJP_00824	CDS	2022	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
EHLCDNJP_00825	CDS	288				hypothetical protein
EHLCDNJP_00826	CDS	393				hypothetical protein
EHLCDNJP_00827	tRNA	75				tRNA-Gln(ttg)
EHLCDNJP_00828	CDS	1524				hypothetical protein
EHLCDNJP_00829	CDS	216				hypothetical protein
EHLCDNJP_00830	CDS	1035	hflK		COG0330	Modulator of FtsH protease HflK
EHLCDNJP_00831	CDS	873	hflC		COG0330	Modulator of FtsH protease HflC
EHLCDNJP_00832	CDS	1494	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
EHLCDNJP_00833	CDS	246				hypothetical protein
EHLCDNJP_00834	CDS	588				hypothetical protein
EHLCDNJP_00835	CDS	1413				hypothetical protein
EHLCDNJP_00836	CDS	195				hypothetical protein
EHLCDNJP_00837	CDS	2460				hypothetical protein
EHLCDNJP_00838	CDS	1908	uvrB		COG0556	UvrABC system protein B
EHLCDNJP_00839	CDS	297			COG3039	IS5 family transposase ISCaa8
EHLCDNJP_00840	CDS	174				hypothetical protein
EHLCDNJP_00841	CDS	273				hypothetical protein
EHLCDNJP_00842	CDS	228				hypothetical protein
EHLCDNJP_00843	CDS	378	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
EHLCDNJP_00844	CDS	1041				hypothetical protein
EHLCDNJP_00845	CDS	360	ddmB			Dicamba O-demethylase, ferredoxin component
EHLCDNJP_00846	CDS	1554	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
EHLCDNJP_00847	CDS	591				hypothetical protein
EHLCDNJP_00848	CDS	294				hypothetical protein
EHLCDNJP_00849	CDS	549	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
EHLCDNJP_00850	CDS	663				hypothetical protein
EHLCDNJP_00851	CDS	3729				hypothetical protein
EHLCDNJP_00852	CDS	2979				hypothetical protein
EHLCDNJP_00853	CDS	2388				hypothetical protein
EHLCDNJP_00854	CDS	2556				hypothetical protein
EHLCDNJP_00855	CDS	2406	virB4_1		COG3451	Type IV secretion system protein virB4
EHLCDNJP_00856	CDS	297				hypothetical protein
EHLCDNJP_00857	CDS	1536	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
EHLCDNJP_00858	CDS	2634	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
EHLCDNJP_00859	CDS	444				hypothetical protein
EHLCDNJP_00860	CDS	207	rpmI		COG0291	50S ribosomal protein L35
EHLCDNJP_00861	CDS	366	rplT			50S ribosomal protein L20
EHLCDNJP_00862	CDS	885	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
EHLCDNJP_00863	CDS	1512	purH		COG0138	Bifunctional purine biosynthesis protein PurH
EHLCDNJP_00864	CDS	177				hypothetical protein
EHLCDNJP_00865	tRNA	73				tRNA-Asn(gtt)
EHLCDNJP_00866	CDS	1521	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
EHLCDNJP_00867	CDS	981	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
EHLCDNJP_00868	CDS	204	rpmE		COG0254	50S ribosomal protein L31
EHLCDNJP_00869	CDS	795	nadK	2.7.1.23	COG0061	NAD kinase
EHLCDNJP_00870	CDS	1356				hypothetical protein
EHLCDNJP_00871	CDS	165				hypothetical protein
EHLCDNJP_00872	CDS	354				hypothetical protein
EHLCDNJP_00873	CDS	276				hypothetical protein
EHLCDNJP_00874	CDS	381				hypothetical protein
EHLCDNJP_00875	CDS	297				hypothetical protein
EHLCDNJP_00876	tRNA	74				tRNA-Gly(gcc)
EHLCDNJP_00877	CDS	621	rnd_2	3.1.13.5		Ribonuclease D
EHLCDNJP_00878	CDS	324	trxA		COG0526	Thioredoxin
EHLCDNJP_00879	tRNA	77				tRNA-Met(cat)
EHLCDNJP_00880	CDS	657		1.-.-.-	COG5424	putative oxidoreductase CT_610
EHLCDNJP_00881	CDS	603				hypothetical protein
EHLCDNJP_00882	CDS	573	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
EHLCDNJP_00883	CDS	480	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
EHLCDNJP_00884	CDS	738	fbiB	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
EHLCDNJP_00885	CDS	1332	radA	3.6.4.-	COG1066	DNA repair protein RadA
EHLCDNJP_00886	CDS	837	ftsY		COG0552	Signal recognition particle receptor FtsY
EHLCDNJP_00887	CDS	264	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
EHLCDNJP_00888	CDS	414	iscA		COG0316	Iron-binding protein IscA
EHLCDNJP_00889	CDS	459	hscB			Co-chaperone protein HscB
EHLCDNJP_00890	CDS	1749	hscA		COG0443	Chaperone protein HscA
EHLCDNJP_00891	CDS	756	lepB	3.4.21.89	COG0681	Signal peptidase I
EHLCDNJP_00892	CDS	888	pyrB	2.1.3.2		Aspartate carbamoyltransferase
EHLCDNJP_00893	CDS	1026	idiA		COG1840	Iron deficiency-induced protein A
EHLCDNJP_00894	CDS	174				hypothetical protein
EHLCDNJP_00895	CDS	189			COG3385	IS4 family transposase ISWosp2
EHLCDNJP_00896	CDS	327				IS110 family transposase ISWpi12
EHLCDNJP_00897	CDS	276				hypothetical protein
EHLCDNJP_00898	CDS	303				IS110 family transposase ISWpi12
EHLCDNJP_00899	CDS	594			COG3385	IS4 family transposase ISWosp2
EHLCDNJP_00900	CDS	102				hypothetical protein
EHLCDNJP_00901	CDS	297				hypothetical protein
EHLCDNJP_00902	CDS	90				hypothetical protein
EHLCDNJP_00903	CDS	408				hypothetical protein
EHLCDNJP_00904	CDS	261				hypothetical protein
EHLCDNJP_00905	CDS	273	rpsO			30S ribosomal protein S15
EHLCDNJP_00906	CDS	2274	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
EHLCDNJP_00907	CDS	216				IS66 family transposase ISWen3
EHLCDNJP_00908	CDS	429				IS630 family transposase ISWpi11
EHLCDNJP_00909	CDS	381				hypothetical protein
EHLCDNJP_00910	CDS	342			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00911	CDS	381			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00912	CDS	393				hypothetical protein
EHLCDNJP_00913	CDS	2799				hypothetical protein
EHLCDNJP_00914	CDS	3099	purL_1	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
EHLCDNJP_00915	CDS	513				hypothetical protein
EHLCDNJP_00916	CDS	2796	uvrA			UvrABC system protein A
EHLCDNJP_00917	CDS	315				hypothetical protein
EHLCDNJP_00918	CDS	342			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00919	CDS	261				hypothetical protein
EHLCDNJP_00920	CDS	810				hypothetical protein
EHLCDNJP_00921	CDS	1575	murE	6.3.2.7		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
EHLCDNJP_00922	CDS	1212	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
EHLCDNJP_00923	CDS	285	bolA		COG0271	DNA-binding transcriptional regulator BolA
EHLCDNJP_00924	CDS	1173	dnaK_1		COG0443	Chaperone protein DnaK
EHLCDNJP_00925	CDS	645	dnaK_2		COG0443	Chaperone protein DnaK
EHLCDNJP_00926	CDS	1764	rne	3.1.26.12	COG1530	Ribonuclease E
EHLCDNJP_00927	CDS	201	rpmG		COG0267	50S ribosomal protein L33
EHLCDNJP_00928	CDS	276				hypothetical protein
EHLCDNJP_00929	CDS	261				hypothetical protein
EHLCDNJP_00930	CDS	381			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00931	CDS	342			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00932	CDS	393				hypothetical protein
EHLCDNJP_00933	CDS	882	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
EHLCDNJP_00934	CDS	696	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
EHLCDNJP_00935	CDS	1431	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
EHLCDNJP_00936	CDS	336				hypothetical protein
EHLCDNJP_00937	CDS	348				hypothetical protein
EHLCDNJP_00938	CDS	1614				hypothetical protein
EHLCDNJP_00939	CDS	189			COG3385	IS4 family transposase ISWosp2
EHLCDNJP_00940	CDS	327				IS110 family transposase ISWpi12
EHLCDNJP_00941	CDS	276				hypothetical protein
EHLCDNJP_00942	CDS	303				IS110 family transposase ISWpi12
EHLCDNJP_00943	CDS	594			COG3385	IS4 family transposase ISWosp2
EHLCDNJP_00944	CDS	102				hypothetical protein
EHLCDNJP_00945	CDS	297				hypothetical protein
EHLCDNJP_00946	CDS	90				hypothetical protein
EHLCDNJP_00947	CDS	408				hypothetical protein
EHLCDNJP_00948	CDS	978		1.3.1.103		2-haloacrylate reductase
EHLCDNJP_00949	CDS	537	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
EHLCDNJP_00950	CDS	723	ybhL		COG0670	Inner membrane protein YbhL
EHLCDNJP_00951	CDS	765		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
EHLCDNJP_00952	CDS	501				hypothetical protein
EHLCDNJP_00953	CDS	1035	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
EHLCDNJP_00954	CDS	453				hypothetical protein
EHLCDNJP_00955	CDS	270				hypothetical protein
EHLCDNJP_00956	CDS	654				IS110 family transposase ISOt5
EHLCDNJP_00957	CDS	1275	adiC		COG0531	Arginine/agmatine antiporter
EHLCDNJP_00958	CDS	1467				hypothetical protein
EHLCDNJP_00959	CDS	1233	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
EHLCDNJP_00960	CDS	204				hypothetical protein
EHLCDNJP_00961	CDS	129				hypothetical protein
EHLCDNJP_00962	CDS	222				hypothetical protein
EHLCDNJP_00963	CDS	144				hypothetical protein
EHLCDNJP_00964	CDS	1917	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
EHLCDNJP_00965	CDS	429				hypothetical protein
EHLCDNJP_00966	CDS	588	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
EHLCDNJP_00967	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
EHLCDNJP_00968	CDS	1848	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
EHLCDNJP_00969	CDS	1443	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
EHLCDNJP_00970	CDS	1365	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
EHLCDNJP_00971	CDS	1044	birA	6.3.4.15		Bifunctional ligase/repressor BirA
EHLCDNJP_00972	CDS	138				hypothetical protein
EHLCDNJP_00973	CDS	393	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
EHLCDNJP_00974	CDS	375				hypothetical protein
EHLCDNJP_00975	CDS	486				hypothetical protein
EHLCDNJP_00976	CDS	1476				hypothetical protein
EHLCDNJP_00977	tRNA	76				tRNA-Ala(tgc)
EHLCDNJP_00978	tRNA	74				tRNA-Lys(ttt)
EHLCDNJP_00979	CDS	1254	nuoF	7.1.1.-		NADH-quinone oxidoreductase subunit F
EHLCDNJP_00980	CDS	519	infC			Translation initiation factor IF-3
EHLCDNJP_00981	CDS	1902	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EHLCDNJP_00982	CDS	288				hypothetical protein
EHLCDNJP_00983	CDS	363	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
EHLCDNJP_00984	CDS	1527	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
EHLCDNJP_00985	tRNA	89				tRNA-Ser(tga)
EHLCDNJP_00986	CDS	1017		1.18.1.2	COG0492	Ferredoxin--NADP reductase
EHLCDNJP_00987	CDS	177				hypothetical protein
EHLCDNJP_00988	CDS	909	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
EHLCDNJP_00989	CDS	1098	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
EHLCDNJP_00990	CDS	195	rpmF		COG0333	50S ribosomal protein L32
EHLCDNJP_00991	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
EHLCDNJP_00992	CDS	702	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
EHLCDNJP_00993	CDS	498				hypothetical protein
EHLCDNJP_00994	CDS	1164	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
EHLCDNJP_00995	CDS	411				hypothetical protein
EHLCDNJP_00996	CDS	144				hypothetical protein
EHLCDNJP_00997	CDS	1548				hypothetical protein
EHLCDNJP_00998	CDS	801				hypothetical protein
EHLCDNJP_00999	CDS	1248	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
EHLCDNJP_01000	CDS	1419	tldD	3.4.-.-	COG0312	Metalloprotease TldD
EHLCDNJP_01001	tRNA	86				tRNA-Leu(cag)
EHLCDNJP_01002	CDS	498				hypothetical protein
EHLCDNJP_01003	CDS	708				hypothetical protein
EHLCDNJP_01004	CDS	780	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
EHLCDNJP_01005	CDS	1020				hypothetical protein
EHLCDNJP_01006	CDS	2577	polA	2.7.7.7		DNA polymerase I, thermostable
EHLCDNJP_01007	CDS	165				hypothetical protein
EHLCDNJP_01008	CDS	162				hypothetical protein
EHLCDNJP_01009	CDS	198				hypothetical protein
EHLCDNJP_01010	CDS	303				hypothetical protein
EHLCDNJP_01011	CDS	807				hypothetical protein
EHLCDNJP_01012	CDS	645				hypothetical protein
EHLCDNJP_01013	CDS	351				hypothetical protein
EHLCDNJP_01014	CDS	1668				hypothetical protein
EHLCDNJP_01015	CDS	1935	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EHLCDNJP_01016	tRNA	76				tRNA-His(gtg)
EHLCDNJP_01017	CDS	309				hypothetical protein
EHLCDNJP_01018	CDS	1176	murJ		COG0728	putative lipid II flippase MurJ
EHLCDNJP_01019	CDS	2544				hypothetical protein
EHLCDNJP_01020	CDS	1194				hypothetical protein
EHLCDNJP_01021	CDS	234				hypothetical protein
EHLCDNJP_01022	CDS	117				hypothetical protein
EHLCDNJP_01023	CDS	366	lipB	2.3.1.181	COG0321	Octanoyltransferase
EHLCDNJP_01024	CDS	822	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
EHLCDNJP_01025	CDS	1464				hypothetical protein
EHLCDNJP_01026	CDS	798	purL_2	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
EHLCDNJP_01027	CDS	1251				hypothetical protein
EHLCDNJP_01028	CDS	183				hypothetical protein
EHLCDNJP_01029	CDS	378	rplS		COG0335	50S ribosomal protein L19
EHLCDNJP_01030	CDS	711	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
EHLCDNJP_01031	CDS	723	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
EHLCDNJP_01032	CDS	1038	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
EHLCDNJP_01033	CDS	294				hypothetical protein
EHLCDNJP_01034	CDS	279				hypothetical protein
EHLCDNJP_01035	CDS	717	tlyC		COG1253	Hemolysin C
EHLCDNJP_01036	CDS	891	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
EHLCDNJP_01037	CDS	1194	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
EHLCDNJP_01038	CDS	489				hypothetical protein
EHLCDNJP_01039	CDS	162				hypothetical protein
EHLCDNJP_01040	CDS	684				hypothetical protein
EHLCDNJP_01041	CDS	372				hypothetical protein
EHLCDNJP_01042	CDS	1230				hypothetical protein
EHLCDNJP_01043	CDS	1221				hypothetical protein
EHLCDNJP_01044	CDS	1278	glyA	2.1.2.1		Serine hydroxymethyltransferase
EHLCDNJP_01045	CDS	1425				hypothetical protein
EHLCDNJP_01046	CDS	3387				hypothetical protein
EHLCDNJP_01047	tRNA	74				tRNA-Val(gac)
EHLCDNJP_01048	CDS	1878				hypothetical protein
EHLCDNJP_01049	CDS	579	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
EHLCDNJP_01050	CDS	1467	alsT_2		COG1115	Amino-acid carrier protein AlsT
EHLCDNJP_01051	CDS	1344	alsT_3		COG1115	Amino-acid carrier protein AlsT
EHLCDNJP_01052	CDS	771				hypothetical protein
EHLCDNJP_01053	CDS	693	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
EHLCDNJP_01054	CDS	1068	recA			Protein RecA
EHLCDNJP_01055	CDS	1044				hypothetical protein
EHLCDNJP_01056	CDS	1290	fpgS	6.3.2.17		Folylpolyglutamate synthase
EHLCDNJP_01057	CDS	591				hypothetical protein
EHLCDNJP_01058	CDS	462	pasT		COG2867	Persistence and stress-resistance toxin PasT
EHLCDNJP_01059	CDS	705				hypothetical protein
EHLCDNJP_01060	CDS	279				hypothetical protein
EHLCDNJP_01061	CDS	648	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
EHLCDNJP_01062	CDS	654	fzlA			FtsZ-localized protein A
EHLCDNJP_01063	CDS	402				hypothetical protein
EHLCDNJP_01064	CDS	1602				hypothetical protein
EHLCDNJP_01065	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
EHLCDNJP_01066	CDS	714				hypothetical protein
EHLCDNJP_01067	CDS	894	rpoH		COG0568	RNA polymerase sigma factor RpoH
EHLCDNJP_01068	CDS	498				hypothetical protein
EHLCDNJP_01069	CDS	1158	dnaN			Beta sliding clamp
EHLCDNJP_01070	CDS	738	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
EHLCDNJP_01071	CDS	153				hypothetical protein
EHLCDNJP_01072	CDS	1107				hypothetical protein
EHLCDNJP_01073	CDS	1230	petB		COG1290	Cytochrome b
EHLCDNJP_01074	CDS	171				hypothetical protein
EHLCDNJP_01075	CDS	1530				hypothetical protein
EHLCDNJP_01076	CDS	249				hypothetical protein
EHLCDNJP_01077	CDS	576	nfuA			Fe/S biogenesis protein NfuA
EHLCDNJP_01078	CDS	1227	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
EHLCDNJP_01079	CDS	753	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
EHLCDNJP_01080	CDS	1344	ffh		COG0541	Signal recognition particle protein
EHLCDNJP_01081	CDS	1560	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
EHLCDNJP_01082	CDS	2883				hypothetical protein
EHLCDNJP_01083	CDS	432	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EHLCDNJP_01084	CDS	552				hypothetical protein
EHLCDNJP_01085	CDS	2337	bamA		COG4775	Outer membrane protein assembly factor BamA
EHLCDNJP_01086	CDS	1119	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
EHLCDNJP_01087	CDS	279				hypothetical protein
EHLCDNJP_01088	CDS	327				hypothetical protein
EHLCDNJP_01089	CDS	279	ihfB			Integration host factor subunit beta
EHLCDNJP_01090	CDS	1653	rpsA		COG0539	30S ribosomal protein S1
EHLCDNJP_01091	CDS	666	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
EHLCDNJP_01092	CDS	648				hypothetical protein
EHLCDNJP_01093	CDS	285			COG3385	IS4 family transposase ISWosp8
EHLCDNJP_01094	CDS	282			COG3385	IS4 family transposase ISWosp8
EHLCDNJP_01095	CDS	210				hypothetical protein
EHLCDNJP_01096	CDS	1326	der			GTPase Der
EHLCDNJP_01097	CDS	522	dsbB			Disulfide bond formation protein B
EHLCDNJP_01098	CDS	543	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
EHLCDNJP_01099	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EHLCDNJP_01100	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
EHLCDNJP_01101	CDS	783	ptlF		COG3504	Type IV secretion system protein PtlF
EHLCDNJP_01102	CDS	456				hypothetical protein
EHLCDNJP_01103	CDS	315				hypothetical protein
EHLCDNJP_01104	CDS	1467	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
EHLCDNJP_01105	CDS	1104	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
EHLCDNJP_01106	CDS	1386	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
EHLCDNJP_01107	CDS	543		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
EHLCDNJP_01108	CDS	918				hypothetical protein
EHLCDNJP_01109	CDS	981	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EHLCDNJP_01110	CDS	573	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
EHLCDNJP_01111	CDS	408				hypothetical protein
EHLCDNJP_01112	CDS	201				hypothetical protein
EHLCDNJP_01113	CDS	1251	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
EHLCDNJP_01114	CDS	240				hypothetical protein
EHLCDNJP_01115	CDS	318	rsfS			Ribosomal silencing factor RsfS
EHLCDNJP_01116	CDS	618				hypothetical protein
EHLCDNJP_01117	CDS	489	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
EHLCDNJP_01118	CDS	768	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
EHLCDNJP_01119	CDS	951	mdh	1.1.1.37	COG0039	Malate dehydrogenase
EHLCDNJP_01120	CDS	573	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
EHLCDNJP_01121	CDS	507	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
EHLCDNJP_01122	CDS	354	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
EHLCDNJP_01123	CDS	369			COG0537	putative HIT-like protein
EHLCDNJP_01124	CDS	258				hypothetical protein
EHLCDNJP_01125	CDS	768				hypothetical protein
EHLCDNJP_01126	CDS	1530	murF	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EHLCDNJP_01127	CDS	951				hypothetical protein
EHLCDNJP_01128	tRNA	75				tRNA-Arg(tct)
EHLCDNJP_01129	CDS	513				hypothetical protein
EHLCDNJP_01130	CDS	888				hypothetical protein
EHLCDNJP_01131	CDS	2451	topA	5.6.2.1		DNA topoisomerase 1
EHLCDNJP_01132	CDS	828				hypothetical protein
EHLCDNJP_01133	CDS	1599				hypothetical protein
EHLCDNJP_01134	CDS	771				hypothetical protein
EHLCDNJP_01135	CDS	1548				hypothetical protein
EHLCDNJP_01136	CDS	144				hypothetical protein
EHLCDNJP_01137	CDS	444				hypothetical protein
EHLCDNJP_01138	CDS	402	apaG		COG2967	Protein ApaG
EHLCDNJP_01139	CDS	312	purK_1	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
EHLCDNJP_01140	CDS	621	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
EHLCDNJP_01141	CDS	1194	ispDF		COG0245	Bifunctional enzyme IspD/IspF
EHLCDNJP_01142	CDS	1065	tqsA		COG0628	AI-2 transport protein TqsA
EHLCDNJP_01143	CDS	636	dnaA_2			Chromosomal replication initiator protein DnaA
EHLCDNJP_01144	CDS	171				hypothetical protein
EHLCDNJP_01145	CDS	987	xerD_2			Tyrosine recombinase XerD
EHLCDNJP_01146	CDS	726				hypothetical protein
EHLCDNJP_01147	CDS	270	rpsT		COG0268	30S ribosomal protein S20
EHLCDNJP_01148	CDS	1251	gltA	2.3.3.16	COG0372	Citrate synthase
EHLCDNJP_01149	CDS	174				hypothetical protein
EHLCDNJP_01150	CDS	282			COG3385	IS4 family transposase ISWosp8
EHLCDNJP_01151	CDS	285			COG3385	IS4 family transposase ISWosp8
EHLCDNJP_01152	CDS	357				hypothetical protein
EHLCDNJP_01153	CDS	303				hypothetical protein
EHLCDNJP_01154	CDS	1527	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
EHLCDNJP_01155	tRNA	74				tRNA-Thr(ggt)
EHLCDNJP_01156	CDS	1050	mutM	4.2.99.18		Formamidopyrimidine-DNA glycosylase
EHLCDNJP_01157	CDS	651	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
EHLCDNJP_01158	tRNA	77				tRNA-Met(cat)
EHLCDNJP_01159	CDS	1698				hypothetical protein
EHLCDNJP_01160	CDS	813	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
EHLCDNJP_01161	CDS	351	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
EHLCDNJP_01162	CDS	210				hypothetical protein
EHLCDNJP_01163	CDS	330				hypothetical protein
EHLCDNJP_01164	CDS	288				hypothetical protein
EHLCDNJP_01165	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
EHLCDNJP_01166	CDS	522	yceJ		COG3038	Cytochrome b561 
EHLCDNJP_01167	CDS	1029		1.6.5.11	COG2070	NADH:quinone reductase
EHLCDNJP_01168	CDS	1218				hypothetical protein
EHLCDNJP_01169	CDS	375				hypothetical protein
EHLCDNJP_01170	CDS	2355	virB4_2		COG3451	Type IV secretion system protein virB4
EHLCDNJP_01171	CDS	1278				hypothetical protein
